Xa,Ya,Za,Xgr,Ygr,Zgr,Xma,Yma,Zma,Temp
Initialising
101.56,-31.25,1033.69,-4.43,6.25,2.18,-65.1,82.8,-128.25,31.24
78.61,-32.23,1019.04,-2.34,2.37,-1.82,-67.2,83.25,-127.95,31.38
61.04,-38.57,1019.53,-1.66,-0.21,1.99,-65.55,82.8,-127.2,31.14
94.24,-37.6,1017.58,-5.16,3.66,-0.05,-64.05,81.9,-126.9,31.24
91.8,-21.48,991.21,-2.34,8.21,1.72,-64.8,82.5,-129.15,31.24
88.38,-22.46,1019.04,-1.41,6.22,-0.14,-65.4,83.85,-126.9,31.24
62.99,-18.55,1004.88,-2.47,5.12,-1.73,-64.5,82.95,-126.9,31.34
118.16,-69.82,1119.63,-114.01,-96.37,-59.66,-65.55,81.3,-128.25,31.14
225.1,-331.05,847.17,-146.34,-61.95,-59.23,-72.9,72.15,-131.85,31.24
351.07,-476.07,834.96,-62.96,-17.09,-31.73,-77.85,67.95,-138.0,31.14
447.27,-481.93,825.2,15.43,-20.05,-30.52,-80.7,67.5,-139.5,31.24
469.24,-301.27,576.66,160.06,60.71,30.6,-81.15,71.7,-138.3,31.05
383.3,-39.06,1026.37,112.46,56.92,65.72,-72.45,79.35,-131.85,31.0
366.7,267.09,921.39,103.77,50.54,22.04,-71.7,91.65,-130.65,31.05
79.59,328.61,965.33,66.45,93.85,7.47,-66.3,95.1,-129.9,31.14
-63.48,382.81,959.47,21.71,84.11,-1.55,-61.5,98.55,-128.25,31.14
-124.51,414.06,966.8,-66.53,67.53,-17.51,-54.75,99.9,-127.8,31.34
-180.18,182.13,1042.97,-124.88,-16.11,-23.15,-53.4,93.0,-126.15,31.19
-211.43,-50.29,936.52,-126.96,-18.54,-39.52,-52.65,82.65,-125.85,31.34
-149.9,-218.26,1016.6,-80.58,-29.02,-25.85,-54.45,75.9,-127.5,31.14
-42.97,-340.82,937.99,-54.31,-37.2,-26.15,-58.2,69.9,-128.25,31.24
42.97,-385.25,888.67,5.1,-53.37,-39.24,-64.8,69.45,-130.65,31.24
175.78,-340.82,925.78,25.92,-15.97,-2.39,-67.95,70.95,-132.9,31.19
149.9,-291.5,983.4,76.14,10.76,41.22,-68.25,72.3,-130.5,31.19
143.07,6.35,1062.01,87.58,7.44,49.02,-67.35,80.7,-128.55,31.05
27.83,22.46,1019.04,76.64,63.05,23.78,-64.8,84.3,-126.45,31.05
-58.59,133.79,1038.57,16.18,31.62,-9.13,-61.05,88.5,-125.55,31.19
-29.79,135.25,1047.36,-23.88,-1.05,-37.81,-59.55,88.05,-125.4,31.24
-20.51,10.25,1001.95,-71.32,-39.53,-53.63,-60.9,86.4,-126.9,31.24
63.48,-111.33,1017.09,-41.32,-18.15,-17.73,-63.15,82.8,-127.2,31.38
Destination:,0,0
Initialising
-0.35,-4.63,-63.9,82.05,-128.25,31.14
46.88,-97.17,1010.74,-1.85,2.34,-1.98,-63.9,79.35,-128.7,31.14
52.25,-100.59,3.6,0.18,-63.9,79.05,-127.5,31.24
40.53,-109.86,997.07,-0.92,2.15,1.0,-63.75,80.7,-128.55,31.0
30.76,-100.59,1020.02,-2.25,-1.05,1.45,-63.15,79.05,-127.2,30.95
41.5,-102.54,1029.79,0.41,2.97,1.13,-63.3,79.95,-127.95,31.34
44.43,-107.91,1012.7,-1.03,0.81,-2.47,-63.9,80.55,-127.2,31.34
48.34,-108.4,1038.57,-0.49,1.37,3.21,-63.15,80.55,-127.95,31.48
32.71,-98.14,1004.88,-0.36,1.84,1.5,-63.75,80.4,-127.8,31.48
37.11,-106.45,1004.39,-1.98,4.5,-2.2,-64.35,79.35,-127.2,31.38
Start
32.23,-98.14,1033.2,-0.69,2.06,-0.06,-63.75,80.4,-128.1,31.38
38.57,-120.12,1012.7,-3.28,3.05,0.33,-63.45,80.85,-127.5,31.19
31.74,-108.4,1018.55,-0.78,0.18,-2.56,-64.8,79.35,-127.5,31.38
1.95,-138.67,993.65,-7.18,3.82,0.42,-62.25,79.05,-127.2,31.34
3.91,-173.83,1000.0,-10.05,2.1,-19.4,-62.4,78.0,-126.15,31.05
27.34,-243.65,897.46,2.39,2.35,-28.34,-65.55,78.3,-127.5,30.95
-19.04,-202.15,1079.59,9.94,5.98,-26.31,-62.1,80.7,-126.9,30.95
-71.29,-145.51,994.14,14.27,7.08,-40.79,-63.15,80.85,-127.2,31.05
44.43,-130.37,1095.21,16.49,9.47,-59.94,-62.4,84.15,-127.8,31.14
85.94,-145.51,1080.08,27.98,6.12,-55.43,-63.45,84.3,-126.75,31.14
-33.69,-164.55,979.49,-12.21,1.29,-24.44,-63.3,88.8,-126.6,31.48
-43.46,-163.09,1183.11,5.27,-4.44,2.15,-62.25,88.95,-127.2,31.34
-159.18,-10.25,883.3,0.27,15.92,27.18,-63.75,87.15,-126.6,31.19
-168.46,-10.25,904.3,-9.27,10.4,-2.19,-61.8,86.7,-126.75,31.24
13.67,-52.73,1040.04,-6.92,-0.47,-30.66,-62.25,85.95,-127.5,31.05
-59.08,70.31,1074.22,-14.34,9.76,-34.5,-61.05,87.0,-126.45,31.24
148.44,-43.95,1134.28,-17.0,10.92,-47.96,-61.2,86.85,-126.15,31.34
-11.23,58.59,1094.73,19.6,4.31,-18.58,-62.1,86.4,-126.9,31.24
25.39,27.34,986.82,-19.83,17.15,-37.87,-60.15,87.0,-126.75,31.38
-41.02,-28.81,935.06,18.33,7.63,-52.89,-59.25,87.6,-126.9,31.48
-77.64,-138.18,1201.66,27.21,-5.3,-62.64,-59.4,88.95,-127.2,31.19
66.41,-80.08,1129.39,22.32,-21.43,-77.96,-58.2,88.5,-126.45,31.34
74.71,-47.85,968.26,-51.59,-13.66,-73.64,-58.35,89.85,-127.35,31.38
126.95,-23.93,973.63,-18.29,16.05,-35.81,-58.8,89.1,-127.35,31.14
77.64,-66.41,916.02,-3.85,23.27,-14.18,-56.55,88.95,-125.55,31.24
-45.41,-79.59,971.19,2.94,20.77,-12.4,-55.35,88.2,-126.0,31.24
-30.27,-146.48,1046.88,10.5,18.2,-21.01,-54.75,88.8,-125.1,31.0
-14.16,-115.72,1079.59,-24.24,8.62,-40.0,-54.3,89.55,-125.85,31.48
-73.73,-172.36,1074.71,0.18,4.67,-31.94,-53.1,86.85,-126.9,31.14
-173.34,-29.3,988.28,15.3,-7.6,-19.94,-51.6,87.0,-126.45,31.14
Destination:,-1.7,1.6
Initialising
127.2,31.05
-87.89,-89.84,1009.28,-0.55,1.98,-0.51,-49.8,90.6,-127.8,31.05
-77.64,-101.07,1027.83,76.95,-127.35,31.14
6.84,-42.97,1014.65,-0.8,-1.09,-1.4,-61.65,82.65,-126.6,31.48
18.55,-27.34,1031.74,-1.15,0.01,0.14,-62.85,81.45,-127.8,31.24
14.65,-20.51,1010.25,-0.74,5.94,1.58,-62.85,82.2,-127.35,31.34
21.97,-41.5,1023.93,-1.66,3.56,0.18,-61.05,81.75,-126.75,31.38
14.16,-29.3,1026.86,-1.28,0.93,-0.31,-64.35,82.5,-127.2,31.05
33.2,-24.9,1018.55,-2.95,1.19,-0.49,-62.4,81.45,-126.15,31.24
6.35,-29.79,1035.64,2.37,0.4,0.84,-62.85,83.4,-128.55,31.34
Start
21.0,-39.06,1020.02,-1.24,0.63,-0.46,-62.7,80.55,-126.0,31.19
26.37,-42.97,1018.55,-0.52,-1.2,-3.53,-63.75,82.2,-126.6,31.14
8.79,-4.39,1035.64,-5.25,7.75,-0.3,-62.25,82.5,-127.5,31.14
69.34,103.52,1079.59,21.75,7.98,8.27,-61.05,82.05,-127.95,31.34
-18.55,237.3,1034.67,36.03,38.5,9.27,-61.05,85.05,-127.5,31.24
-136.72,215.33,790.04,-49.82,6.02,4.08,-58.65,84.3,-126.45,31.14
-83.01,264.16,1061.52,-16.79,17.37,17.16,-57.0,81.75,-127.95,31.58
-212.89,223.14,1251.46,-44.12,2.27,7.68,-56.1,79.35,-127.2,31.38
119.14,392.09,1076.66,18.63,-35.92,-15.3,-57.15,80.4,-126.9,31.53
65.92,245.61,1119.63,55.76,-30.56,-3.95,-60.0,79.95,-126.9,31.14
-192.38,160.16,1125.49,32.85,50.04,-16.56,-62.7,80.85,-126.75,31.38
-92.29,-105.47,1061.04,-21.47,98.21,12.66,-56.55,83.25,-125.25,31.38
-229.49,12.7,380.86,-99.76,-93.99,42.31,-55.05,85.35,-125.85,31.48
-141.11,335.94,499.02,55.92,-0.14,59.18,-55.95,83.85,-126.15,31.19
36.62,-172.85,1204.59,17.95,-16.32,-12.92,-57.6,86.85,-126.9,31.24
-139.65,184.08,1008.79,-13.89,54.33,-40.82,-56.55,87.75,-127.2,31.14
-259.28,-137.21,427.73,53.24,-9.79,47.44,-55.35,88.95,-126.45,31.38
-464.36,-183.11,1198.73,1.71,51.51,58.63,-57.0,92.7,-128.7,31.24
-82.03,-910.64,1574.71,-17.21,18.85,6.63,-55.5,93.3,-128.55,31.34
-319.34,-512.7,1705.57,-58.98,-18.43,-45.89,-54.45,93.45,-127.2,31.14
53.71,-237.3,1003.91,11.02,-237.89,-154.38,-60.0,90.3,-128.85,31.05
-498.05,1152.83,-166.02,-103.98,46.44,-17.95,-66.6,89.1,-131.55,31.24
490.23,-182.13,851.56,-137.5,-128.02,-133.28,-63.15,90.9,-129.15,31.14
409.67,119.63,1146.0,93.63,-190.29,-71.57,-66.15,93.0,-129.6,31.05
1006.84,47.85,1365.23,-78.95,175.96,-14.18,-72.75,96.45,-132.75,31.19
25.88,-346.19,1070.8,-87.63,143.01,64.79,-62.7,90.9,-128.25,31.38
-138.18,-176.27,1024.9,-12.5,-18.03,65.23,-55.05,88.05,-125.4,31.05
-152.83,-100.59,795.41,14.63,43.88,86.48,-56.7,87.6,-127.8,31.34
-398.93,-75.2,911.62,-76.21,-6.53,30.55,-52.05,85.5,-124.5,31.19
-241.21,714.84,1114.75,-44.34,-10.42,84.06,-57.3,82.5,-126.0,31.05
Destination:,0.7,0
