Xa,Ya,Za,Xgr,Ygr,Zgr,Xma,Yma,Zma,Temp
Initialising
2.44,-41.99,1034.18,4.72,20.13,4.84,31.95,15.9,372.3,31.14
-68.85,-34.18,985.35,2.72,4.93,1.2,35.4,16.95,371.4,31.14
-32.71,-39.55,1010.25,2.03,2.86,4.58,33.6,19.05,372.3,31.14
Destination:,0,0
Initialising
-27.83,-115.72,1032.71,-8.32,-2.9,-1.59,36.15,15.75,372.9,31.05
-26.86,-98.14,1018.07,2.24,3.23,-3.62,34.65,14.7,372.6,30.95
-34.67,-104.98,1019.04,-1.79,-2.02,-4.0,37.5,14.7,375.3,31.14
-53.22,-97.66,1014.16,2.09,1.33,-1.25,34.2,16.2,373.35,31.05
-14.16,-98.63,1019.04,0.11,-3.17,-0.4,33.75,15.45,372.9,31.14
-17.58,-94.73,1028.81,-5.39,-4.46,1.97,35.25,15.6,373.95,31.05
-21.48,-94.73,1014.65,-1.0,3.84,-2.35,34.35,15.9,374.25,31.14
-22.95,-93.26,1007.32,1.89,2.71,-2.52,34.65,16.2,370.95,31.14
-20.51,-91.31,1027.83,-1.37,4.67,1.4,32.4,15.9,372.75,31.19
-22.46,-101.56,1000.98,-1.21,1.41,0.85,33.0,14.7,372.15,30.95
Start
6.84,-91.8,1039.55,1.15,-0.92,1.79,33.3,17.25,373.35,31.24
-45.9,-58.11,1055.66,7.98,-0.82,-0.81,32.55,15.0,374.1,31.14
-8.3,-246.58,1045.9,3.76,13.29,-10.95,33.0,16.95,374.85,31.24
-135.25,-87.4,959.47,27.0,11.6,3.06,34.8,17.85,374.7,31.05
-154.3,-18.55,994.63,-11.2,-15.64,8.82,34.8,20.1,374.25,31.05
-25.88,-62.5,1034.18,13.69,0.23,-19.31,34.2,21.45,372.15,31.19
-19.04,5.37,1022.95,10.71,9.98,-5.82,35.85,20.7,372.6,31.19
-126.46,57.62,1026.37,5.85,-4.58,-26.4,36.45,19.35,372.3,31.0
-26.86,-19.04,1038.09,-33.56,-21.44,-29.13,34.95,19.65,374.4,31.0
-38.09,15.14,1065.92,0.4,2.81,-38.05,33.3,17.25,373.35,31.38
-116.21,30.27,1038.09,-16.47,-9.12,-23.97,34.2,18.0,375.6,31.05
-62.99,-26.37,955.57,-3.59,0.61,-30.52,32.7,16.35,374.25,31.24
-47.36,-87.4,947.75,-10.34,-4.46,-27.48,32.55,16.2,374.1,30.95
-81.05,-208.98,909.18,11.56,8.25,-17.76,33.15,14.4,375.0,30.95
-151.86,-495.12,1247.56,-8.8,7.19,-14.52,33.15,14.85,374.25,31.05
-468.26,-862.79,1187.01,85.65,76.6,-46.27,34.35,12.6,373.05,31.05
-528.32,-23.93,636.72,-0.4,-26.09,-25.36,37.8,15.0,372.9,31.05
-50.29,1398.93,729.98,116.09,95.21,-250.14,34.8,13.65,373.05,31.14
-335.45,327.15,642.58,67.77,-15.99,-184.08,37.05,12.75,374.1,31.05
-228.52,206.54,854.49,21.52,-95.03,-53.53,30.9,12.0,374.85,31.14
1.46,265.62,1076.17,13.76,-73.98,-41.75,27.6,11.55,376.05,31.14
185.55,187.99,1004.39,20.2,-4.39,-59.47,22.05,14.85,376.95,31.05
111.82,157.23,931.15,11.26,59.82,-44.55,24.3,15.0,376.35,31.19
-38.09,158.69,1064.45,-13.78,5.19,51.08,28.5,14.25,375.3,30.86
31.25,118.16,1118.16,-39.63,-18.38,21.32,27.6,13.5,374.85,31.14
203.12,124.02,975.59,5.27,-12.96,-27.37,25.2,12.3,376.35,31.19
-53.71,14.16,1014.65,-13.88,-28.85,-32.81,27.75,13.65,374.7,31.19
109.37,233.89,1001.46,-40.93,-13.23,-104.24,23.1,12.0,373.65,31.24
68.36,96.68,862.3,-24.14,-11.98,-28.94,21.3,9.45,373.95,31.05
110.84,94.73,967.77,-40.65,-7.15,-65.69,22.65,9.3,374.85,31.19
Destination:,1.2,-1.8
Initialising
0.27,33.15,10.2,371.25,30.86
-44.92,-40.04,1025.88,-0.55,2.66,-0.46,34.35,10.65,372.3,30.86
28.5,5.1,371.4,31.38
37.6,-71.29,1032.71,-3.18,4.03,0.46,28.8,8.55,373.35,31.38
34.18,-87.89,1021.97,-3.87,1.25,-0.54,28.8,9.3,371.7,31.34
43.46,-79.1,1006.35,4.95,1.22,0.96,30.3,7.2,371.55,31.38
37.6,-80.57,1047.85,-1.71,7.31,-1.23,28.05,7.35,372.9,31.38
21.97,-77.64,1037.11,-3.14,4.66,1.86,29.4,7.2,372.3,31.0
37.11,-89.84,1011.23,-3.72,3.31,-0.56,29.85,6.0,370.35,31.38
29.3,-107.42,1008.79,-3.41,8.42,-1.12,29.1,6.45,371.55,31.38
Start
2.93,-120.12,1056.64,-2.15,28.85,12.92,29.7,6.3,371.7,31.14
-60.55,-126.46,1006.84,0.52,-2.02,14.73,31.95,7.2,370.35,31.24
-69.82,-124.51,992.68,-10.98,3.26,9.63,31.5,6.75,370.35,31.14
-75.2,-93.75,1013.18,9.57,3.68,9.41,29.85,8.7,370.35,31.34
-12.21,-61.04,994.63,6.63,11.28,4.63,32.7,8.7,372.0,31.05
-20.02,-127.93,1027.34,-10.89,5.33,-8.11,32.1,8.55,370.65,31.38
-121.58,-202.15,967.29,-2.53,-4.63,-10.11,32.4,6.75,371.25,31.05
-88.87,-202.64,1002.44,-0.63,0.2,-36.82,29.85,7.95,371.55,31.24
14.65,-229.98,978.03,-7.05,20.08,-40.62,33.0,6.3,370.65,31.14
-29.3,-96.68,1046.88,-10.08,20.09,-24.57,31.5,5.25,371.25,31.58
-110.35,-216.31,1089.36,3.67,-8.76,-13.86,33.15,4.5,370.35,31.34
106.93,160.16,1100.59,-10.52,-24.44,-14.53,30.0,7.8,372.9,31.19
-47.36,-64.45,963.87,-3.17,-10.69,-5.5,29.4,6.45,371.25,31.38
23.44,-135.74,917.97,-2.82,-7.41,10.03,30.0,4.65,372.15,31.19
-30.27,-115.72,1000.98,4.24,-0.47,9.59,29.1,5.25,373.05,31.34
38.09,-82.03,1072.75,2.78,-3.8,10.95,28.2,5.7,372.3,31.14
-62.01,-221.68,964.84,-6.79,13.01,10.66,28.2,4.95,373.05,31.19
-23.93,-167.97,1042.48,-12.18,8.34,4.85,29.25,5.85,370.65,31.48
46.39,-147.95,1116.21,17.3,-11.36,10.6,30.9,5.85,370.95,31.24
112.3,-123.54,1023.93,-1.87,5.93,12.37,29.85,5.7,371.55,31.38
68.36,-66.41,983.4,5.11,5.39,11.6,30.3,6.0,372.75,31.05
39.06,-109.37,974.61,3.33,-0.45,6.98,31.5,8.4,373.95,31.24
18.07,-146.48,996.09,3.17,8.05,-3.02,27.75,6.75,372.75,31.19
21.48,-131.35,1033.69,-16.47,14.04,-19.33,32.4,6.0,372.75,31.34
62.5,-165.04,1040.53,-13.05,1.22,-17.28,29.25,5.4,372.6,31.14
90.33,153.81,1139.65,8.58,-12.44,-12.45,30.9,6.3,371.4,31.34
49.32,-84.96,937.01,-3.63,-12.37,5.95,27.45,3.3,372.0,31.14
145.02,45.41,1068.85,1.37,-23.23,8.24,28.05,4.65,373.65,31.24
86.91,-27.34,1027.83,5.79,3.03,39.29,25.8,5.25,372.0,30.86
7.32,12.21,980.96,-0.63,0.83,30.12,27.6,6.6,372.6,31.24
Destination:,0.3,-1.7
Initialising
3.27,36.0,16.8,372.3,30.95
-67.87,41.02,985.84,0.63,-1.44,-7.06,34.35,16.35,372.0,31.14
79.59,-17.09,1043.95,-1.55,0.47,-1.53,36.15,16.5,372.15,31.0
-92.77,44.92,1012.21,-1.47,-0.08,1.97,36.9,17.1,371.55,31.19
-90.82,63.48,1017.58,-10.99,2.57,0.52,36.15,17.25,371.7,31.19
-86.43,0.98,1030.27,1.82,0.66,-3.31,36.45,15.9,371.55,31.14
-69.34,25.88,1007.81,1.73,1.05,-4.31,34.95,16.5,371.7,31.14
-87.89,39.55,992.68,0.2,-2.25,-2.71,36.45,15.9,371.55,31.0
-67.87,11.72,1038.09,-18.9,-0.16,-5.15,33.9,15.15,372.0,30.95
-78.61,30.76,1060.55,-1.67,0.8,-1.8,34.2,15.45,370.95,31.34
Start
-50.29,115.23,1037.6,5.52,-1.15,-4.83,34.65,16.5,370.95,31.19
-121.09,60.55,1003.91,12.69,-0.97,-17.01,35.55,15.6,371.25,31.24
40.53,191.89,1100.59,16.25,-8.81,7.03,34.65,18.9,372.9,31.19
-42.97,157.71,885.25,15.51,15.12,2.79,35.55,19.35,371.55,31.05
-83.01,256.35,969.73,7.78,-3.89,12.37,35.85,19.95,370.95,30.95
-45.9,247.56,868.65,0.15,-5.56,-2.91,34.95,19.95,370.95,31.05
-37.11,181.64,922.85,-14.72,4.6,-9.93,34.65,20.7,370.95,31.14
-108.4,205.08,1030.76,-16.52,15.98,5.89,34.95,19.65,370.95,30.86
-132.81,248.54,996.09,-2.98,19.34,39.85,34.8,16.8,371.55,31.14
-121.09,238.77,1040.04,24.46,16.21,39.45,37.05,19.65,370.95,31.14
-141.11,345.21,1115.72,-4.63,-5.97,43.21,36.15,20.7,369.0,31.0
-27.34,126.46,1034.18,-10.05,-11.21,14.16,35.85,21.45,370.65,30.86
-70.31,134.77,974.12,-31.57,0.96,8.06,36.45,21.75,370.8,31.34
-118.65,120.61,949.22,-0.71,1.2,7.69,36.15,20.7,372.6,31.14
-31.25,28.32,960.94,12.34,-5.21,17.73,34.35,21.75,370.35,31.14
-58.11,97.66,1024.9,-1.88,13.85,35.51,34.95,21.15,369.75,31.24
-67.87,190.92,1109.38,-11.08,6.24,49.14,35.25,23.25,371.55,31.14
-125.0,107.91,966.8,-15.92,13.48,17.02,34.95,23.4,372.15,31.24
-78.61,144.04,988.77,-5.6,8.02,-17.85,37.8,23.4,369.75,31.24
-71.78,107.42,1017.09,-6.37,-4.24,-28.72,34.2,23.4,373.35,31.19
-49.32,172.85,971.19,11.95,5.4,3.11,34.8,23.25,369.6,31.53
-81.54,109.86,1054.2,-6.07,7.6,-18.08,34.8,23.55,371.25,31.05
-174.8,214.84,1096.19,-19.3,13.22,7.65,36.9,22.5,372.0,31.24
-32.71,31.25,1007.81,10.4,15.37,-1.86,36.15,20.7,370.95,31.14
-109.86,1.46,1011.23,-20.02,5.29,-34.46,36.9,20.55,370.35,31.14
-110.35,40.04,1007.32,6.92,-9.79,-3.7,36.6,20.4,371.4,31.05
-113.77,42.97,1018.07,1.31,-2.9,-10.89,35.85,19.65,370.2,31.05
-75.2,-48.34,1062.5,-0.68,4.49,25.95,37.5,19.95,372.15,31.05
-155.76,41.99,1061.04,-6.79,27.17,35.51,36.45,20.1,370.35,31.05
-197.27,32.23,972.66,8.73,-1.47,23.42,37.8,21.45,370.2,31.0
Destination:,-2,1
Initialising
-10.74,-125.0,998.54,-3.05,-16.37,21.67,34.2,11.55,370.65,31.14
-15.14,-151.86,1023.93,20.7,-7.08,13.59,34.65,10.8,371.4,31.24
-41.02,-167.48,1019.53,18.98,16.34,-4.56,33.3,12.3,371.4,31.14
-19.04,-63.96,1008.79,8.47,2.08,3.5,34.95,13.05,373.35,31.24
-51.27,-56.15,1039.06,8.83,-7.6,17.31,35.4,13.05,371.4,31.24
-38.57,-74.22,1041.5,-2.21,2.05,2.39,34.8,13.35,372.0,31.05
-21.97,-76.17,961.43,-2.19,0.82,-7.98,34.2,14.25,372.6,31.24
5.37,-16.6,1048.34,10.51,-10.6,-2.08,34.2,13.05,372.15,31.14
13.18,-37.11,1028.81,-1.27,3.13,1.57,32.55,15.0,372.6,30.86
-22.95,-29.3,1034.67,-0.08,3.54,1.77,32.4,14.85,371.55,30.86
Start
71.29,-226.56,1007.81,-19.31,36.39,4.44,31.35,19.65,374.4,31.05
-36.62,-105.96,1151.86,-51.51,14.32,9.75,35.25,16.35,372.75,30.95
-100.59,-276.86,789.06,34.01,10.95,53.34,37.05,16.5,372.9,31.14
-35.64,-236.33,1027.34,33.1,4.57,2.18,36.0,17.85,372.3,31.0
-10.74,-178.71,1237.79,4.75,21.03,-33.74,36.45,18.6,373.95,31.05
-39.06,-122.07,1115.23,2.98,-11.32,-29.28,37.65,19.05,372.75,31.14
-89.84,134.77,1006.35,26.6,-12.7,-9.5,37.8,19.95,372.15,31.14
-200.68,74.22,961.91,65.58,52.08,51.44,38.1,23.25,372.3,31.14
-152.83,130.86,826.66,-33.76,16.93,60.21,40.8,26.55,370.95,31.14
-115.72,177.25,870.61,-0.59,27.27,57.1,39.75,27.0,370.8,31.0
-239.75,129.88,1144.53,33.37,26.26,70.89,40.5,27.0,370.8,31.0
-197.75,307.62,1002.93,-9.21,105.95,21.86,44.4,28.05,369.75,31.14
-182.62,220.7,800.29,7.94,-31.16,-11.12,45.9,28.65,367.65,31.14
-232.91,310.55,931.64,14.11,8.62,-17.69,44.85,29.1,368.25,31.24
-143.07,107.91,897.95,-42.92,-0.25,-48.94,45.45,27.45,367.65,31.05
-361.82,180.66,921.87,-25.64,-20.75,-80.76,46.5,22.65,367.05,31.24
-498.05,199.22,997.07,-120.61,-41.44,-138.46,46.05,16.2,368.7,31.14
-202.64,625.0,1063.96,12.25,-15.01,-12.43,40.35,14.7,371.7,31.24
-555.18,478.03,1015.62,-24.89,-85.36,-21.69,38.25,10.5,370.2,31.05
-302.73,229.98,947.75,59.24,-14.48,17.77,33.9,12.15,373.05,31.05
-168.95,159.67,910.64,66.85,-14.43,18.39,36.45,18.6,372.75,31.05
-116.21,314.94,828.12,120.44,32.72,45.63,36.15,23.4,370.95,31.05
-225.59,333.5,1014.65,61.06,28.2,-12.36,36.0,27.0,370.35,31.0
-463.87,-67.87,819.82,45.71,45.75,20.63,37.65,26.7,371.55,30.71
-334.47,-132.32,912.11,2.4,-28.5,74.22,36.45,27.0,370.05,30.86
-137.7,-56.15,887.7,7.74,-52.93,16.72,33.15,25.95,372.0,30.71
71.78,102.54,692.87,6.54,-23.6,19.92,31.65,23.85,373.35,31.05
229.98,-100.59,1125.98,0.38,23.6,9.4,29.25,21.15,372.6,31.14
-21.48,70.8,1011.23,14.82,68.61,48.34,29.4,19.8,372.3,31.0
175.78,165.04,1085.94,3.53,-52.63,-59.64,32.1,22.65,372.15,30.95
Destination:,0.9,-0.1
Initialising
0.89,8.63,0.08,36.9,13.65,370.05,31.14
-72.27,-91.8,1050.78,0.39,4.59,13.81,37.65,13.65,370.35,31.34
10.25,114.26,1019.53,-2.8,-1.73,0.53,32.1,16.5,372.6,31.38
0.0,108.4,1004.39,-4.75,2.44,-3.11,33.3,17.25,371.7,31.19
5.37,71.29,1020.51,1.27,5.35,0.15,31.05,15.9,373.05,31.14
-17.58,88.38,1020.02,0.17,4.65,-0.93,34.2,15.45,370.95,31.05
-20.02,103.52,993.16,-3.97,1.34,0.37,33.6,15.6,372.75,31.19
-43.95,76.17,1019.53,-0.94,8.82,-1.15,32.7,15.15,372.0,31.14
-29.3,120.61,1001.95,4.32,-4.6,-1.35,33.15,15.9,372.0,31.0
-26.86,81.05,1027.34,1.02,1.14,-4.12,33.75,15.75,373.65,31.19
Start
-3.42,160.64,1037.6,33.61,0.35,3.85,32.55,18.9,370.95,31.19
-48.83,207.52,992.19,-4.17,-5.6,-2.42,31.65,18.9,371.7,31.14
11.72,219.24,1029.79,-27.44,-4.49,-8.95,32.4,19.05,371.55,31.19
7.32,96.68,984.86,-65.0,-4.49,10.02,32.55,16.2,371.7,30.86
103.03,64.94,1019.53,-14.01,-34.48,-15.98,31.35,11.25,372.6,31.14
153.81,-98.63,1081.05,-22.44,-26.73,-19.15,26.25,7.5,370.05,31.0
145.51,-81.05,1053.22,-40.63,-5.44,13.15,24.75,4.65,370.65,31.05
208.98,-184.57,1041.02,-85.86,23.7,24.44,26.55,1.8,369.6,30.95
95.21,-261.72,982.42,-53.95,7.04,8.12,29.7,-2.4,367.95,31.14
83.01,-455.57,971.19,-65.57,-3.53,4.87,27.75,-7.2,363.45,31.14
53.22,-958.98,757.81,-250.14,63.56,30.4,29.25,-14.7,354.3,31.24
-14.16,-858.89,403.32,-83.66,0.19,2.6,30.9,-21.15,342.75,31.24
-6.35,-886.72,376.95,-41.34,-14.6,-0.05,30.9,-21.15,338.1,31.34
-50.78,-1027.34,320.31,-98.27,-43.82,6.98,30.0,-21.15,335.4,31.14
-34.18,-908.2,-22.46,-182.73,-32.84,-0.69,31.05,-22.5,321.3,31.05
-30.27,-823.73,-280.76,-92.23,2.29,-9.21,32.7,-18.6,312.0,31.19
13.67,-937.01,-388.67,-105.08,-3.35,-16.62,30.0,-16.2,307.2,31.05
32.23,-938.96,-554.2,-38.75,-7.61,-7.37,29.1,-12.15,302.7,31.0
45.41,-843.26,-613.28,-40.59,-15.63,-17.22,29.85,-12.15,301.95,31.14
52.73,-661.62,-702.15,-48.45,-19.24,-12.13,29.7,-10.05,299.85,31.14
22.46,-601.56,-691.89,-34.11,-20.25,10.73,31.5,-7.5,298.05,30.95
25.88,-520.51,-795.41,-103.15,1.96,-0.56,31.05,-4.5,295.05,31.05
22.95,-424.32,-895.02,-70.41,-17.82,-5.58,32.1,1.65,291.3,31.05
-27.34,-335.94,-924.32,-63.34,-29.43,-19.8,34.8,6.75,291.45,31.14
3.91,-267.58,-973.14,-31.07,-24.21,-30.53,35.85,9.3,290.1,30.95
-43.46,-234.37,-916.02,-41.4,-5.92,-18.34,38.1,9.9,289.95,31.14
-104.98,-61.04,-1076.17,-28.02,12.85,-18.1,36.6,14.25,288.6,31.14
-119.14,2.44,-966.8,-17.11,-2.4,-1.6,36.6,15.45,289.05,30.71
-133.3,-23.93,-947.75,-20.1,-4.51,-21.74,37.2,15.15,288.0,30.81
-120.61,0.49,-1094.24,11.02,-8.12,4.31,36.6,17.7,289.35,31.0
Destination:,-0.8,1.3
Initialising
1.54,37.05,23.1,371.7,31.05
-124.02,49.8,1055.18,-1.79,13.16,5.35,38.55,22.05,371.25,30.95
31.0
-55.18,30.76,1026.37,-2.29,-3.09,-7.85,34.8,22.05,371.55,31.05
-51.76,25.88,1009.28,-1.05,7.8,3.84,34.65,23.1,371.4,30.86
-82.52,32.23,1003.91,0.24,4.24,-2.83,36.45,23.25,372.3,30.95
-41.02,31.74,1047.85,-2.0,-0.32,-2.96,36.6,21.45,371.7,31.05
-75.68,24.9,1017.09,-3.67,1.48,-1.67,35.4,23.1,372.15,31.0
-66.89,17.09,1027.83,-1.31,0.0,-1.26,33.75,21.9,371.4,30.71
-62.99,12.7,1022.95,-1.67,2.53,-0.72,36.0,22.5,371.25,30.86
Start
-85.94,-0.49,1013.67,-2.18,-0.85,-2.48,36.9,23.25,372.3,31.0
-51.76,-4.39,1027.34,0.36,3.9,3.57,34.65,21.45,370.95,31.05
-89.36,-4.88,1033.2,1.73,3.16,2.35,38.1,21.75,371.25,30.95
-101.07,11.23,1035.16,-1.57,2.85,-0.92,34.95,21.15,371.4,31.0
-80.08,-2.44,1018.07,-1.13,3.96,-0.4,35.85,21.9,371.4,30.95
-75.2,-0.49,1013.18,-10.44,2.66,-0.21,37.8,21.15,372.15,31.14
-70.31,-7.32,1023.44,2.0,0.69,-2.0,35.85,20.7,371.7,31.05
-76.66,-22.46,1011.72,1.85,4.2,-3.04,36.15,21.9,372.15,30.95
-77.15,-18.07,1029.79,-1.78,1.37,-0.63,36.15,19.95,369.75,31.14
-81.05,-9.28,1020.02,-3.97,1.91,-0.13,36.45,20.1,372.0,31.14
-82.52,-5.37,1018.07,-0.73,2.31,-2.89,36.9,20.55,372.75,30.86
-98.63,-17.58,1010.74,-1.76,4.5,-3.72,36.0,21.3,372.0,30.86
-92.29,-18.07,1008.79,-1.75,3.8,-4.67,37.2,20.1,370.35,30.86
-156.74,-21.97,1031.25,-0.37,1.76,-10.01,35.85,20.7,370.95,30.81
-184.57,-73.73,1055.18,-0.85,4.69,-3.59,36.15,20.4,370.2,31.05
-132.32,-125.0,988.28,10.4,6.05,-2.41,36.15,19.65,370.95,31.05
-151.37,-28.32,1032.23,5.26,11.41,2.83,37.05,21.9,370.2,31.14
-171.39,-10.74,996.58,4.18,-0.27,-10.68,39.45,21.45,369.75,31.14
-206.54,5.37,979.49,9.23,1.81,-12.32,39.75,20.1,370.8,31.14
-199.22,12.21,1026.86,5.4,-8.35,-13.27,37.5,19.65,371.4,31.14
-79.1,7.32,991.21,6.89,-0.87,-3.06,38.25,21.45,370.2,31.05
-150.88,21.48,924.32,-12.29,11.92,19.6,39.9,22.65,371.7,31.05
-196.78,66.89,1012.21,-8.34,-0.76,15.31,38.55,21.75,372.0,30.86
-207.52,91.31,1058.11,-3.82,0.4,8.54,37.2,22.05,371.25,31.05
-153.81,38.09,1051.27,-9.82,3.64,3.12,38.55,21.3,372.0,30.81
-57.13,13.67,1033.2,-9.36,1.73,-2.06,38.55,21.75,371.55,30.81
-25.88,-51.27,978.03,-0.62,0.73,6.27,38.25,21.15,372.15,30.81
-105.96,-12.21,1017.58,-1.18,20.82,-1.83,38.7,19.65,372.15,30.81
-152.34,-26.86,1017.58,-19.53,8.08,-15.36,38.7,18.9,370.95,31.0
-165.53,-88.87,960.94,-0.97,11.12,-9.89,40.05,17.1,371.25,30.86
Destination:,0.5,-1
Initialising
-0.49,-32.23,1048.34,1.62,-1.73,0.76,33.3,15.75,371.7,30.86
-1.46,-25.88,1041.99,-2.08,2.09003,15.0,371.7,31.24
26.86,-122.56,1016.6,-0.85,-0.31,2.49,31.05,15.6,372.75,31.0
34.67,-120.12,1026.37,5.79,-1.98,0.52,32.55,17.25,372.9,31.14
66.89,-84.47,1034.18,-7.37,-1.55,6.52,30.75,15.9,372.3,31.14
30.76,-125.0,977.05,7.56,3.16,6.24,31.35,16.5,372.9,31.14
37.11,-94.73,1032.71,5.86,2.34,3.37,30.0,16.95,373.65,31.05
29.79,-78.61,1028.32,19.23,0.84,2.07,31.95,17.55,373.5,31.05
34.18,-82.03,1006.84,2.06,-1.11,1.26,31.05,18.3,374.7,31.24
25.88,-66.89,1014.65,0.28,8.22,0.2,31.05,17.85,372.0,31.0
Start
48.34,-73.73,1023.93,-6.84,-4.1,-3.65,31.35,18.0,372.9,31.0
11.72,-108.89,1022.95,-1.76,-0.15,-0.67,31.05,17.1,374.25,31.19
13.18,-65.92,1008.3,-1.34,1.95,5.2,32.55,19.65,372.6,31.38
33.2,-112.3,1014.65,3.09,0.02,7.89,32.7,18.6,373.05,31.19
58.11,-84.96,1078.13,4.91,3.69,12.79,31.5,19.05,371.55,31.14
-4.39,-59.08,984.37,6.69,11.3,16.11,31.95,20.55,372.75,31.14
11.23,-104.0,981.45,-6.57,4.64,21.95,32.1,20.4,372.9,31.19
21.0,-132.81,1049.8,3.98,-2.89,13.18,31.5,20.55,372.75,31.05
39.55,-133.79,984.37,1.77,-0.64,1.08,30.9,20.7,373.35,31.24
40.53,-109.37,1009.28,-2.41,-1.34,-3.15,32.4,20.55,371.55,31.0
61.04,-56.64,1015.62,-8.02,7.39,-10.85,31.65,20.4,372.6,30.95
-19.04,13.18,1017.58,-1.56,-7.94,-9.87,32.1,20.7,371.7,31.14
25.88,5.37,1086.91,-0.74,-14.08,-14.76,30.75,20.1,372.75,31.14
48.34,4.88,1028.81,-17.4,2.02,-24.36,30.3,21.75,372.75,31.0
70.31,-26.86,1020.02,-4.74,5.34,-8.6,31.35,18.45,373.35,30.95
13.18,-115.23,1044.43,1.03,-0.15,9.85,29.1,17.85,373.5,30.86
59.08,-61.52,1037.6,10.86,8.26,11.89,31.35,19.2,372.6,30.86
34.67,-17.58,1025.39,-3.41,3.08,16.29,31.05,19.8,372.75,31.14
0.49,-29.79,1019.53,-3.62,18.97,-0.52,31.65,19.65,372.6,31.19
-24.41,-104.98,1002.44,4.62,9.18,13.21,31.65,18.45,372.15,31.14
-19.04,-121.58,1029.79,1.22,-14.11,20.53,32.1,18.45,372.6,31.14
-1.95,-77.64,1098.14,-1.0,-13.03,21.68,32.7,19.8,372.0,31.14
-0.98,-75.68,1050.29,-8.88,2.53,11.39,30.75,19.8,373.05,31.24
-9.28,-17.09,1029.79,-3.51,-7.52,48.71,30.9,18.9,372.6,31.19
53.22,-10.74,986.33,-7.04,19.08,-3.66,30.9,19.65,372.6,31.05
59.57,-76.17,1019.53,-5.13,-9.22,6.24,31.5,17.85,373.05,31.14
15.14,-22.46,1016.11,-5.96,-1.9,3.48,30.9,17.7,372.15,31.19
24.9,-97.66,1059.57,-0.6,-1.46,2.93,29.85,17.85,372.3,31.14
31.25,-132.32,1046.39,2.57,1.98,7.92,30.0,19.2,371.7,31.14
62.5,-79.59,1039.06,-4.31,-9.98,21.2,29.4,18.3,372.0,30.95
Destination:,0.6,0.5
Initialising
31.05
23.44,192.38,1001.95,14.73,-6.27,8.18,24.3,29.85,371.7,31.14
15.14,194.34,966.8,-20.7,17.58,937.01,-9.85,-20.66,-26.43,21.45,25.35,372.6,30.95
40.04,-68.36,1034.18,0.92,1.02,0.13,21.9,22.2,372.9,31.24
30.27,-52.73,1040.53,-2.01,4.18,4.69,21.6,24.0,371.25,31.24
16.11,-19.53,1027.83,13.05,12.0,-0.83,23.55,24.6,370.95,31.19
29.79,7.81,1024.9,1.17,-3.6,1.13,22.5,24.45,372.3,31.48
22.95,-31.74,1035.16,-3.05,-2.94,0.23,23.1,23.85,371.7,31.38
21.97,-21.97,1028.81,0.37,-2.2,0.87,22.5,24.0,373.5,31.24
-3.42,-34.18,1015.14,7.07,4.82,-5.27,22.5,25.2,372.0,31.38
Start
-17.58,17.58,1084.96,-1.0,15.62,7.39,21.0,28.35,370.65,31.38
33.2,-75.2,1002.44,1.11,9.24,14.37,21.6,27.75,371.25,31.48
33.69,-62.01,979.49,-8.94,9.95,-5.08,22.35,28.05,370.65,31.14
64.94,17.58,1092.77,-15.24,-11.35,-3.47,19.8,27.6,372.9,31.14
61.52,-39.55,1041.5,-9.73,1.03,3.12,19.05,24.9,370.95,31.19
27.34,180.18,1107.42,10.34,4.74,1.57,19.65,25.95,371.25,31.19
-2.44,31.74,928.22,3.96,3.56,-7.16,21.0,24.15,371.7,31.14
-39.55,73.73,1096.19,9.47,-1.87,-11.03,21.6,26.25,371.55,31.24
-43.95,-56.64,938.96,-2.9,1.85,7.19,19.65,25.95,371.55,31.24
-16.11,-42.97,977.54,3.83,18.2,6.56,22.05,27.0,369.6,31.24
-58.59,-36.62,1084.47,-12.55,8.91,6.71,21.3,27.0,370.8,31.48
-94.24,47.36,1121.09,-23.96,-9.26,7.6,22.5,25.95,370.8,31.24
8.79,84.96,1141.11,3.69,-8.75,5.83,21.45,24.6,370.95,31.34
94.73,11.72,898.93,-17.73,-19.85,24.25,19.35,26.55,370.95,31.38
198.24,76.66,995.61,9.87,4.18,11.85,18.15,23.85,371.4,31.14
90.33,-35.16,944.34,-9.19,13.06,9.46,20.25,25.35,370.95,31.38
55.18,-51.27,1016.6,5.87,11.41,-0.24,20.85,24.0,370.8,31.05
42.97,-92.29,1011.23,-10.79,14.9,-6.98,21.9,25.35,370.95,31.34
-1.95,-40.04,1112.3,-21.63,18.17,-12.43,21.9,24.15,370.65,31.24
-44.43,127.93,1017.58,-37.64,16.99,-4.05,22.65,22.2,370.65,31.19
-54.2,-53.71,1050.78,-15.2,18.87,-9.88,24.3,19.2,371.7,30.81
-93.26,-55.18,963.87,27.98,2.31,5.68,25.2,19.95,372.6,31.19
-42.97,72.27,1009.77,0.25,-5.79,-4.95,26.4,20.7,372.15,31.14
-10.25,-1.95,1053.22,-45.32,-3.69,17.89,25.35,19.05,371.25,31.05
-35.16,-129.88,1040.04,15.87,-11.15,3.02,24.75,18.0,370.65,31.05
21.97,-122.56,1000.49,43.16,-12.42,11.35,23.85,20.7,371.7,31.38
52.25,-61.04,1037.6,3.95,0.79,6.19,21.9,21.45,370.65,31.24
0.0,-53.71,1040.04,-1.76,5.07,3.95,21.6,21.3,370.35,31.24
